FinancialYear,Componend,Description,Quantity,UnitPrice,TotalPrice,ProductType,CusGroup,CustomerName,Date,Division,UnitofMeasure,Supplier,CATNo,Cluster,ProductGroup,Region,SalesPersonCode,CusType
2017-2018,02_ACHIVE,FULLYAUTOMATEDBIOCHEMISTRYANALYZER(INDIKOPLUSWITHPCCLINICALANDISESTRATUPKIT,2,3500000,7000000,INS,GVT,TEACHINGHOSPITAL-ANURADHAPURA,4/19/2017,MED,PCS,THERMOELECTRONOY,98641000,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION05,MED_UJ,GVT
2017-2018,02_ACHIVE,2000VA/1400WISOLATION,2,0,0,INS,GVT,TEACHINGHOSPITAL-ANURADHAPURA,4/19/2017,MED,PCS,SOMEKA,ISL_2KVA-SOMEKA,MED-CLUSTER-03,OTHER,MED-REGION05,MED_UJ,GVT
2017-2018,02_ACHIVE,2KVAONLINEUPS,2,0,0,CON,GVT,TEACHINGHOSPITAL-ANURADHAPURA,4/19/2017,MED,PCS,ASSIDUATECHNOLOGIES(PVT)LTD,UPS_C2K,MED-CLUSTER-03,OTHER,MED-REGION05,MED_UJ,GVT
2017-2018,02_ACHIVE,PRINTERDOTMATRIXLQ310,2,0,0,INS,GVT,TEACHINGHOSPITAL-ANURADHAPURA,5/23/2017,MED,PCS,DEBUGCOMPUTERPERIPHERALS(PVT)LTD,PNT-LQ310-DEBUG,MED-CLUSTER-03,OTHER,MED-REGION05,MED_UJ,GVT
2017-2018,02_ACHIVE,ASLOLATEX50TEST,39,28734.0348,1120627.36,CON,GVT,PROVINCIALDIRECTOROFHEALTHSERVICES-KURUNEGALA,4/25/2017,MED,PACK,BIOLABOSAS,81050,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION01,MED_AD,GVT
2017-2018,02_ACHIVE,"CLEANINGSOLUTION,ACID100ML(formindray)BS300",2,735,1470,CON,GVT,EYEHOSPITAL-COLOMBO10,4/26/2017,MED,PCS,LOCALPURCHASE-MR.WEERAWARNE,G010-A,MED-CLUSTER-01A,BIOCHEMISTRY,MED-REGION03,MED_KDGH,GVT
2017-2018,02_ACHIVE,"CLEANINGSOLUTION,ALK100ml(FORmINDRAYBS300)",2,735,1470,CON,GVT,EYEHOSPITAL-COLOMBO10,4/26/2017,MED,PCS,LOCALPURCHASE-MR.WEERAWARNE,G010-B,MED-CLUSTER-01A,BIOCHEMISTRY,MED-REGION03,MED_KDGH,GVT
2017-2018,02_ACHIVE,"CLEANINGSOLUTION,ACID100ML(formindray)BS300",15,656.2523,9843.78,CON,GVT,NATIONALHOSPITALOFSRILANKA,4/26/2017,MED,PCS,LOCALPURCHASE-MR.WEERAWARNE,G010-A,MED-CLUSTER-01A,BIOCHEMISTRY,MED-REGION10,MED_KDGH,GVT
2017-2018,02_ACHIVE,"CLEANINGSOLUTION,ALK100ml(FORmINDRAYBS300)",15,656.2522,9843.78,CON,GVT,NATIONALHOSPITALOFSRILANKA,4/26/2017,MED,PCS,LOCALPURCHASE-MR.WEERAWARNE,G010-B,MED-CLUSTER-01A,BIOCHEMISTRY,MED-REGION10,MED_KDGH,GVT
2017-2018,02_ACHIVE,VIDASFT460TEST(PREVIOUSCATNO-30401),2,31227.6,62455.2,CON,GVT,GENERALHOSPITAL-HAMBANTOTA,5/17/2017,MED,PACK,BIOMERIEUXSA,30459,MED-CLUSTER-02,IMMUNOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,02_ACHIVE,VIDASANTI-HCV60TESTS,1,113231.81,113231.81,CON,GVT,TEACHINGHOSPITAL-KARAPITIYA,5/22/2017,MED,PACK,BIOMERIEUXSA,30308,MED-CLUSTER-02,IMMUNOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,02_ACHIVE,VIDASANTI-HBCTOTALII,1,94584.56,94584.56,CON,GVT,TEACHINGHOSPITAL-KARAPITIYA,5/22/2017,MED,PACK,BIOMERIEUXSA,30314,MED-CLUSTER-02,IMMUNOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,02_ACHIVE,VIDASANTIHBSTOTALII60T,1,70875.41,70875.41,CON,GVT,TEACHINGHOSPITAL-KARAPITIYA,5/22/2017,MED,PACK,BIOMERIEUXSA,30318,MED-CLUSTER-02,IMMUNOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,02_ACHIVE,VIDASTSH360TEST,5,31227.6,156138,CON,GVT,GENERALHOSPITAL-HAMBANTOTA,5/29/2017,MED,PACK,BIOMERIEUXSA,30441,MED-CLUSTER-02,IMMUNOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,02_ACHIVE,VIDASFT460TEST(PREVIOUSCATNO-30401),2,31227.6,62455.2,CON,GVT,GENERALHOSPITAL-HAMBANTOTA,5/29/2017,MED,PACK,BIOMERIEUXSA,30459,MED-CLUSTER-02,IMMUNOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,02_ACHIVE,VIDASFT460TEST(PREVIOUSCATNO-30401),1,31227.6,31227.6,CON,GVT,GENERALHOSPITAL-HAMBANTOTA,6/6/2017,MED,PACK,BIOMERIEUXSA,30459,MED-CLUSTER-02,IMMUNOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,02_ACHIVE,VIDASFT360TEST,5,31227.6,156138,CON,GVT,GENERALHOSPITAL-MATARA,6/12/2017,MED,PACK,BIOMERIEUXSA,30402,MED-CLUSTER-02,IMMUNOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,02_ACHIVE,VIDASFT460TEST(PREVIOUSCATNO-30401),3,31227.6,93682.8,CON,GVT,GENERALHOSPITAL-MATARA,6/12/2017,MED,PACK,BIOMERIEUXSA,30459,MED-CLUSTER-02,IMMUNOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,02_ACHIVE,VIDASAnti-TPO,5,28974.83,144874.15,CON,GVT,GENERALHOSPITAL-MATARA,6/12/2017,MED,PCS,BIOMERIEUXSA,30461,MED-CLUSTER-02,IMMUNOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,02_ACHIVE,VIDASANTI-HCV60TESTS,1,113231.81,113231.81,CON,GVT,TEACHINGHOSPITAL-KARAPITIYA,6/12/2017,MED,PACK,BIOMERIEUXSA,30308,MED-CLUSTER-02,IMMUNOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,02_ACHIVE,"ORGANIZEDWORKSTATIONFORTHEGROSSEXAMINATION&SECTIONING(GROSSLABSTANDALONE,EXTERNAL)",1,7990000,7990000,INS,GVT,GENERALHOSPITAL-MATARA,4/4/2017,MED,PCS,RICHARD-ALLANSCIENTIFICCO.,9600422,MED-CLUSTER-02,HISTOPATHOLOGY,MED-REGION02,MED_MD,GVT
2017-2018,02_ACHIVE,CAMERABRACKET,1,0,0,CON,GVT,GENERALHOSPITAL-MATARA,4/4/2017,MED,PCS,RICHARD-ALLANSCIENTIFICCO.,B21125,MED-CLUSTER-02,HISTOPATHOLOGY,MED-REGION02,MED_MD,GVT
2017-2018,02_ACHIVE,LARGEDISSECTINGBOARDBLUE,1,0,0,CON,GVT,GENERALHOSPITAL-MATARA,4/4/2017,MED,PCS,RICHARD-ALLANSCIENTIFICCO.,B36115,MED-CLUSTER-02,HISTOPATHOLOGY,MED-REGION02,MED_MD,GVT
2017-2018,02_ACHIVE,PHMETER(SENSION+PH3LABORATORYPHKITWITH5021T),1,170995,170995,INS,GVT,DEPARTMENTOFHEALTHSERVICES-SOUTHERNPROVINCE,6/9/2017,MED,PCS,HACHCOMPANY,LPV2021T.97.002,MED-CLUSTER-02,GENERALLABORATORY,MED-REGION02,MED_MD,GVT
2017-2018,02_ACHIVE,VIDASFT360TEST,2,28628.1,57256.2,CON,GVT,ASHRAFFMEMORIALHOSPITAL,6/5/2017,MED,PACK,BIOMERIEUXSA,30402,MED-CLUSTER-02,IMMUNOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,VIDASFERRITINE60TEST,2,31442.58,62885.16,CON,GVT,ASHRAFFMEMORIALHOSPITAL,6/5/2017,MED,PACK,BIOMERIEUXSA,30411,MED-CLUSTER-02,IMMUNOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,VIDASTSH360TEST,6,28628.1,171768.6,CON,GVT,ASHRAFFMEMORIALHOSPITAL,6/5/2017,MED,PACK,BIOMERIEUXSA,30441,MED-CLUSTER-02,IMMUNOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,VIDASTROPONINIULTRA60TEST,2,51948.33,103896.66,CON,GVT,ASHRAFFMEMORIALHOSPITAL,6/5/2017,MED,PACK,BIOMERIEUXSA,30448,MED-CLUSTER-02,IMMUNOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,VIDASFT460TEST(PREVIOUSCATNO-30401),2,28628.1,57256.2,CON,GVT,ASHRAFFMEMORIALHOSPITAL,6/5/2017,MED,PACK,BIOMERIEUXSA,30459,MED-CLUSTER-02,IMMUNOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,3KVAISOLATION,1,0,0,INS,GVT,GENERALHOSPITAL-AMPARA,4/6/2017,MED,PCS,SOMEKA,3KVA_ISOLATION,MED-CLUSTER-02,OTHER,MED-REGION06,MED_NM,GVT
2017-2018,02_ACHIVE,UPSONLINE3KVA,1,0,0,INS,GVT,GENERALHOSPITAL-AMPARA,4/6/2017,MED,PCS,ASSIDUATECHNOLOGIES(PVT)LTD,UPS-3KVA-UPS,MED-CLUSTER-02,OTHER,MED-REGION06,MED_NM,GVT
2017-2018,02_ACHIVE,SALINEDISPENSER1-10ML,2,136138,272276,CON,GVT,TEACHINGHOSPITAL-KANDY,4/27/2017,MED,PCS,BIOMERIEUXSA,V1200,MED-CLUSTER-03,IMMUNOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,SALINESOLUTION3X50MLFORVIK2,4,7200,28800,CON,GVT,TEACHINGHOSPITAL-KANDY,4/27/2017,MED,PCS,BIOMERIEUXSA,V1204,MED-CLUSTER-03,IMMUNOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,AST-N280TESTKIT20CARDS,7,26392.93,184750.51,CON,GVT,TEACHINGHOSPITAL-KANDY,5/15/2017,MED,PCS,BIOMERIEUXSA,414531,MED-CLUSTER-03,IMMUNOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,VIDASFT360TEST,4,31227.6,124910.4,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOMERIEUXSA,30402,MED-CLUSTER-03,IMMUNOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,VIDASFERRITINE60TEST,3,34297.36,102892.08,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOMERIEUXSA,30411,MED-CLUSTER-03,IMMUNOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,VIDASCA19-9,2,35489,70978,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOMERIEUXSA,30427,MED-CLUSTER-03,IMMUNOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,VIDASTSH360TEST,12,31227.6,374731.2,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOMERIEUXSA,30441,MED-CLUSTER-03,IMMUNOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,VIDASTROPONINIULTRA60TEST,5,56665,283325,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOMERIEUXSA,30448,MED-CLUSTER-03,IMMUNOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,VIDASCEAS,2,45820,91640,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOMERIEUXSA,30453,MED-CLUSTER-03,IMMUNOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,VIDASFT460TEST(PREVIOUSCATNO-30401),3,31227.6,93682.8,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOMERIEUXSA,30459,MED-CLUSTER-03,IMMUNOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,VIDASHBSAGULTRA,1,65110,65110,CON,GVT,GENERALHOSPITAL-POLONNARUWA,5/22/2017,MED,PACK,BIOMERIEUXSA,30315,MED-CLUSTER-03,IMMUNOLOGY,MED-REGION05,MED_UJ,GVT
2017-2018,02_ACHIVE,VIDASHIVDUOQUICK60TESTS,1,65950,65950,CON,GVT,GENERALHOSPITAL-POLONNARUWA,5/22/2017,MED,PACK,BIOMERIEUXSA,30447,MED-CLUSTER-03,IMMUNOLOGY,MED-REGION05,MED_UJ,GVT
2017-2018,02_ACHIVE,HAEMATOCRITTUBEHEPARINISED100Nos,50,550,27500,CON,GVT,NATIONALHOSPITALOFSRILANKA,5/30/2017,MED,PCS,INTERLABLABORATUARURUNLERISAN.TIC.A.S.,088.02.001,MED-CLUSTER-01A,GENERALLABORATORY,MED-REGION10,MED_KDGH,GVT
2017-2018,02_ACHIVE,ELECTRONIC&ELECTRICWEIGHTBALANCE,3,136200,408600,INS,GVT,PROVINCIALDEPARTMENTOFHEALTHSERVICE-EASTERNPROVINCE,6/2/2017,MED,PCS,RADWAGCOMPANY,AS220/R/2,MED-CLUSTER-02,GENERALLABORATORY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,HEMATOCRITCENTRIFUGE,2,82200,164400,INS,GVT,PROVINCIALDEPARTMENTOFHEALTHSERVICE-EASTERNPROVINCE,6/2/2017,MED,PCS,GEMMYINDUSTRIALCORP.,KHT-410E,MED-CLUSTER-02,GENERALLABORATORY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,CK-MBCONTROLHIGH,1,0,0,CON,GVT,TEACHINGHOSPITAL-PERADENIYA,4/27/2017,MED,PACK,THERMOELECTRONOY,981255,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_SR,GVT
2017-2018,02_ACHIVE,SCAL3MLX10,1,0,0,CON,GVT,TEACHINGHOSPITAL-PERADENIYA,4/27/2017,MED,PACK,THERMOELECTRONOY,981831,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_SR,GVT
2017-2018,02_ACHIVE,BRANDNEWBLOODCELLCOUNTER,1,32900,32900,INS,GVT,TEACHINGHOSPITAL-KURUNEGALA,4/25/2017,MED,PCS,GEMMYINDUSTRIALCORP.,DBC-9,MED-CLUSTER-03,GENERALLABORATORY,MED-REGION01,MED_JE,GVT
2017-2018,02_ACHIVE,CENTRIFUGETUBESCREWCAP,750,57.12,42840,CON,GVT,SRILANKAARMYHEADQUARTERS-COLOMBO,5/24/2017,MED,PCS,INTERLABLABORATUARURUNLERISAN.TIC.A.S.,078.02.002,MED-CLUSTER-01B,MICROBIOLOGY,MED-REGION03,MED_KR,GVT
2017-2018,02_ACHIVE,"PASTEURPIPETTES,POLYETHYLENE,3ML",750,5,3750,CON,GVT,SRILANKAARMYHEADQUARTERS-COLOMBO,5/24/2017,MED,PCS,INTERLABLABORATUARURUNLERISAN.TIC.A.S.,084.02.001,MED-CLUSTER-01B,OTHER,MED-REGION03,MED_KR,GVT
2017-2018,02_ACHIVE,"BORICACIDR.G.,BUFFERSUBSTANCE,REAG",2,4369,8738,CON,GVT,SRILANKAARMYHEADQUARTERS-COLOMBO,5/24/2017,MED,PCS,SIGMA-ALDRICHCHEMIEGMBH,31146-1KG,MED-CLUSTER-01B,MICROBIOLOGY,MED-REGION03,MED_KR,GVT
2017-2018,02_ACHIVE,"NEG50,2X40Z",4,6934.2883,27737.15,CON,GVT,NATIONALHOSPITALOFSRILANKA,4/26/2017,MED,PCS,RICHARD-ALLANSCIENTIFICCO.,6502,MED-CLUSTER-01A,HISTOPATHOLOGY,MED-REGION10,MED_KDGH,GVT
2017-2018,02_ACHIVE,PRINTERHPLASERJETP2035,1,0,0,CON,GVT,DEPARTMENTOFAYURVEDA,4/19/2017,MED,PCS,BASEHP(PVT)LTD,HP_P2035_PRINTER,MED-CLUSTER-01A,GENERALLABORATORY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,2000VA/1400WISOLATION,1,0,0,INS,GVT,DEPARTMENTOFAYURVEDA,4/19/2017,MED,PCS,SOMEKA,ISL_2KVA-SOMEKA,MED-CLUSTER-01A,OTHER,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,2KVAONLINEUPS,1,0,0,CON,GVT,DEPARTMENTOFAYURVEDA,4/19/2017,MED,PCS,ASSIDUATECHNOLOGIES(PVT)LTD,UPS_C2K,MED-CLUSTER-01A,OTHER,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,DEFENDERBENCHSCALE,1,55100,55100,INS,GVT,COLOMBOMUNICIPALCOUNCIL,4/26/2017,MED,PCS,OHAUSEUROPEGMBH,D23P60ER,MED-CLUSTER-01A,GENERALLABORATORY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,COUNTINGCHAMBER,1,7633,7633,INS,GVT,DEPARTMENTOFAYURVEDA,6/5/2017,MED,PCS,"C.ABHAYKUMAR&CO.,",CAT_00118,MED-CLUSTER-01A,GENERALLABORATORY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,RECPTCLESGLABJR230,1,0,0,CON,GVT,TEACHINGHOSPITAL-JAFFNA,4/30/2017,MED,PCS,RICHARD-ALLANSCIENTIFICCO.,B23202,MED-PST,HISTOPATHOLOGY,MED-REGION07,MED_AR,GVT
2017-2018,02_ACHIVE,"PIPETTETIPS,1000UL,AUTOCLAVABLE",10000,3,30000,CON,GVT,TEACHINGHOSPITAL-JAFFNA,5/23/2017,MED,PCS,INTERLABLABORATUARURUNLERISAN.TIC.A.S.,005.01.003,MED-PST,BIOCHEMISTRY,MED-REGION07,MED_AR,GVT
2017-2018,02_ACHIVE,ANALYTICALBALANCEMODELPA423C,1,124200,124200,INS,GVT,PROVINCIALDIRECTORHEALTHSERVICE-NORTHERNPROVINCE,6/12/2017,MED,PCS,OHAUSEUROPEGMBH,PA423-C,MED-PST,GENERALLABORATORY,MED-REGION07,MED_AR,GVT
2017-2018,02_ACHIVE,BLOODCULTUREBOTTLES-BTAFA(AEROBIC)-30ML(100BOTTLES),4,50600,202400,CON,GVT,SRIJAYAWARDENAPURAGENERALHOSPITAL-NUGEGODA,5/17/2017,MED,PACK,BIOMERIEUXSA,259791,MED-CLUSTER-01A,MICROBIOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,"CHOLERATOXINFROMVIBRIOCHOLERA,POWDER,0.5MG[SYNONYM:CTX,CHOLERAENTEROTOXIN,CHOLERGEN]",1,88787,88787,CON,GVT,LADYRIDGEWAYHOSPITAL,4/19/2017,MED,PCS,SIGMA-ALDRICHCHEMIEGMBH,C8052-0.5MG,MED-CLUSTER-01A,CHEMICALS&CONSUMABLES,MED-REGION03,MED_KDGH,GVT
2017-2018,02_ACHIVE,"CONDITIONER,NaELECTRODEAVL98X-91XX-100ML",2,4561.8609,9123.72,CON,GVT,BASEHOSPITAL-HORANA,4/25/2017,MED,PCS,DIAMONDDIAGNOSTICSINC.,AV-BP0380D,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION11,MED_KR,GVT
2017-2018,02_ACHIVE,SOLUTIONCLEANINGAAVL91XX-100ML,2,4561.8609,9123.72,CON,GVT,BASEHOSPITAL-HORANA,4/25/2017,MED,PCS,DIAMONDDIAGNOSTICSINC.,AV-BP1025D,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION11,MED_KR,GVT
2017-2018,02_ACHIVE,"PARERTHERMALPRINTER,AVL91XX/98X",3,3445.6087,10336.83,CON,GVT,BASEHOSPITAL-HORANA,4/25/2017,MED,PACK,DIAMONDDIAGNOSTICSINC.,AV-BP5025D,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION11,MED_KR,GVT
2017-2018,02_ACHIVE,MISSIONCONTROLLEVEL1-2-330X1.8ML,2,12672.5304,25345.06,CON,GVT,BASEHOSPITAL-HORANA,4/25/2017,MED,PACK,DIAMONDDIAGNOSTICSINC.,DD-92123,MED-CLUSTER-01B,BIOCHEMISTRY,MED-REGION11,MED_KR,GVT
2017-2018,02_ACHIVE,SCAL3MLX1VL,5,0,0,CON,GVT,OFFICEOFREGIONALDIRECTOROFHEALTHSERVICES-BADULLA,4/27/2017,MED,PCS,THERMOELECTRONOY,981831,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_NM,GVT
2017-2018,02_ACHIVE,FULLYAUTOMATEDBIOCHEMISTRYANALYZER,1,4500000,4500000,INS,GVT,OFFICEOFREGIONALDIRECTOROFHEALTHSERVICES-BADULLA,5/29/2017,MED,PCS,THERMOELECTRONOY,98640000,MED-CLUSTER-02,BIOCHEMISTRY,MED-REGION06,MED_NM,GVT
2017-2018,02_ACHIVE,2000VA/1400WISOLATION,1,0,0,INS,GVT,OFFICEOFREGIONALDIRECTOROFHEALTHSERVICES-BADULLA,5/29/2017,MED,PCS,SOMEKA,ISL_2KVA-SOMEKA,MED-CLUSTER-02,OTHER,MED-REGION06,MED_NM,GVT
2017-2018,02_ACHIVE,2KVAONLINEUPS,1,0,0,CON,GVT,OFFICEOFREGIONALDIRECTOROFHEALTHSERVICES-BADULLA,5/29/2017,MED,PCS,ASSIDUATECHNOLOGIES(PVT)LTD,UPS_C2K,MED-CLUSTER-02,OTHER,MED-REGION06,MED_NM,GVT
2017-2018,02_ACHIVE,CYTOSPINACCESSORYKIT,1,0,0,CON,GVT,DEPARTMENTOFHEALTHSERVICES-SOUTHERNPROVINCE,4/20/2017,MED,PCS,THERMOSHANDONLIMITED,3120110,MED-CLUSTER-02,HISTOPATHOLOGY,MED-REGION02,MED_MD,GVT
2017-2018,02_ACHIVE,CYTOSPINCENTRIFUGE(CYTOSPIN4),1,1249000,1249000,INS,GVT,DEPARTMENTOFHEALTHSERVICES-SOUTHERNPROVINCE,4/20/2017,MED,PCS,THERMOSHANDONLIMITED,A78300002,MED-CLUSTER-02,OTHER,MED-REGION02,MED_MD,GVT
2017-2018,02_ACHIVE,"HM325ROTARYMICROTOMEE,INCLUDESUNICASSETTECLAMPDISPBLADECARRIERE&BLADES",1,1495000,1495000,INS,GVT,DEPARTMENTOFHEALTHSERVICES-SOUTHERNPROVINCE,5/22/2017,MED,PCS,THERMOSHANDONLIMITED,902100A,MED-CLUSTER-02,HISTOPATHOLOGY,MED-REGION02,MED_MD,GVT
2017-2018,02_ACHIVE,MAGNIFIERASSEMBLY,1,0,0,CON,GVT,GENERALHOSPITAL-RATHNAPURA,6/9/2017,MED,PCS,THERMOSHANDONLIMITED,A81010032,MED-CLUSTER-02,HISTOPATHOLOGY,MED-REGION02,MED_MD,GVT
2017-2018,02_ACHIVE,FORCEELECTRICYELLOW,1,0,0,CON,GVT,GENERALHOSPITAL-RATHNAPURA,6/9/2017,MED,PCS,THERMOSHANDONLIMITED,A81010034,MED-CLUSTER-02,HISTOPATHOLOGY,MED-REGION02,MED_MD,GVT
2017-2018,02_ACHIVE,WATERBATH22LWITHGABLELID,1,114400,114400,INS,GVT,DEPARTMENTOFHEALTHANTIMALARIACAMPAINCOLOMBO05,6/6/2017,MED,PCS,GEMMYINDUSTRIALCORP.,YCW-010E22L,MED-CLUSTER-01B,GENERALLABORATORY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,K3EDTAFOR2.5MLINTESTTUBES13X75MM,23000,0,0,CON,GVT,BASEHOSPITAL-AVISSAWELLA,4/25/2017,MED,PCS,VACUTESTKIMAS.R.L.,185560,MED-CLUSTER-01B,HEMATOLOGY,MED-REGION08,MED_KR,GVT
2017-2018,02_ACHIVE,BIOSAFETYCABINET,1,1632600,1632600,INS,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,5/15/2017,MED,PCS,THERMOFISHERSCIENTIFIC(HONGKONG)LTD.,1336,MED-CLUSTER-03,GENERALLABORATORY,MED-REGION04,MED_SR,GVT
2017-2018,02_ACHIVE,"STERILIZERLAB,DRAGON320,220V/50HZ",1,0,0,INS,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,5/15/2017,MED,PCS,"ROCKERSCIENTIFICCO.,LTD.",177320-22,MED-CLUSTER-03,GENERALLABORATORY,MED-REGION04,MED_SR,GVT
2017-2018,02_ACHIVE,VACUUMVALVETAP-LONG,1,0,0,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,5/15/2017,MED,PCS,THERMOFISHERSCIENTIFIC(HONGKONG)LTD.,1911310,MED-CLUSTER-03,GENERALLABORATORY,MED-REGION04,MED_SR,GVT
2017-2018,02_ACHIVE,UPSONLINE3KVA,1,70700,70700,INS,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,5/15/2017,MED,PCS,ASSIDUATECHNOLOGIES(PVT)LTD,UPS-3KVA-UPS,MED-CLUSTER-03,OTHER,MED-REGION04,MED_SR,GVT
2017-2018,02_ACHIVE,SPAREHEATERFORPOBEL710,2,0,0,CON,GVT,GENERALHOSPITAL-POLONNARUWA,6/12/2017,MED,PCS,VIDRIOINDUSTRIALPOBELS.A,100721548,MED-CLUSTER-03,GENERALLABORATORY,MED-REGION05,MED_UJ,GVT
2017-2018,02_ACHIVE,ASPIRATORBOTTLE20L,1,0,0,CON,GVT,GENERALHOSPITAL-POLONNARUWA,6/12/2017,MED,PCS,VARIOUSPLACES,ASP_BOT_20L,MED-CLUSTER-03,GENERALLABORATORY,MED-REGION05,MED_UJ,GVT
2017-2018,02_ACHIVE,DENSICHEK,2,250000,500000,CON,GVT,TEACHINGHOSPITAL-KANDY,4/27/2017,MED,PCS,BIOMERIEUXSA,21250,MED-CLUSTER-03,GENERALLABORATORY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,UNSENSITIZEDTUBES,3000,12.9245,38773.5,CON,GVT,TEACHINGHOSPITAL-KANDY,4/27/2017,MED,PCS,BIOMERIEUXSA,69285,MED-CLUSTER-03,GENERALLABORATORY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,WATERSTILL(WATERDISTILLATIONMACHINE),1,191200,191200,INS,GVT,TEACHINGHOSPITAL-KANDY,6/2/2017,MED,PCS,VIDRIOINDUSTRIALPOBELS.A,100710710,MED-CLUSTER-03,GENERALLABORATORY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,"MACCONKEYAGARW/OCV,NACLW/BILESALTS0.5%",1,6594,6594,CON,GVT,TEACHINGHOSPITAL-COLOMBOSOUTH,4/26/2017,MED,PCS,HIMEDIALABORATORIESPVT.LTD.,M082A-500G,MED-CLUSTER-01A,MICROBIOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,BACT/ALERTFA(100BOTTLES),4,50600,202400,CON,GVT,SRIJAYAWARDENAPURAGENERALHOSPITAL-NUGEGODA,6/12/2017,MED,PACK,BIOMERIEUXSA,259791,MED-CLUSTER-01A,MICROBIOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,BACT/ALARTPF(100BOTTLES),2,52823,105646,CON,GVT,SRIJAYAWARDENAPURAGENERALHOSPITAL-NUGEGODA,6/12/2017,MED,PACK,BIOMERIEUXSA,259794,MED-CLUSTER-01A,MICROBIOLOGY,MED-REGION09,MED_BD,GVT
