FinancialYear,Description,Quantity,UnitPrice,TotalPrice,ProductType,CustomerName,Date,UnitofMeasure,Supplier,CATNo,ProductGroup,Region,SalesPersonCode,CusType
2017-2018,CAMERABRACKET,1,0,0,CON,GENERALHOSPITAL-MATARA,4/4/2017,PCS,RICHARD-ALLANSCIENTIFICCO.,B21125,HISTOPATHOLOGY,MED-REGION02,MED_MD,GVT
2017-2018,LARGEDISSECTINGBOARDBLUE,1,0,0,CON,GENERALHOSPITAL-MATARA,4/4/2017,PCS,RICHARD-ALLANSCIENTIFICCO.,B36115,HISTOPATHOLOGY,MED-REGION02,MED_MD,GVT
2017-2018,PHMETER(SENSION+PH3LABORATORYPHKITWITH5021T),1,170995,170995,INS,DEPARTMENTOFHEALTHSERVICES-SOUTHERNPROVINCE,6/9/2017,PCS,HACHCOMPANY,LPV2021T.97.002,GENERALLABORATORY,MED-REGION02,MED_MD,GVT
2017-2018,VIDASFT360TEST,2,28628.1,57256.2,CON,ASHRAFFMEMORIALHOSPITAL,6/5/2017,PACK,BIOMERIEUXSA,30402,IMMUNOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,VIDASFERRITINE60TEST,2,31442.58,62885.16,CON,ASHRAFFMEMORIALHOSPITAL,6/5/2017,PACK,BIOMERIEUXSA,30411,IMMUNOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,VIDASTSH360TEST,6,28628.1,171768.6,CON,ASHRAFFMEMORIALHOSPITAL,6/5/2017,PACK,BIOMERIEUXSA,30441,IMMUNOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,VIDASTROPONINIULTRA60TEST,2,51948.33,103896.66,CON,ASHRAFFMEMORIALHOSPITAL,6/5/2017,PACK,BIOMERIEUXSA,30448,IMMUNOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,VIDASFT460TEST(PREVIOUSCATNO-30401),2,28628.1,57256.2,CON,ASHRAFFMEMORIALHOSPITAL,6/5/2017,PACK,BIOMERIEUXSA,30459,IMMUNOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,3KVAISOLATION,1,0,0,INS,GENERALHOSPITAL-AMPARA,4/6/2017,PCS,SOMEKA,3KVA_ISOLATION,OTHER,MED-REGION06,MED_NM,GVT
2017-2018,UPSONLINE3KVA,1,0,0,INS,GENERALHOSPITAL-AMPARA,4/6/2017,PCS,ASSIDUATECHNOLOGIES(PVT)LTD,UPS-3KVA-UPS,OTHER,MED-REGION06,MED_NM,GVT
2017-2018,SALINEDISPENSER1-10ML,2,136138,272276,CON,TEACHINGHOSPITAL-KANDY,4/27/2017,PCS,BIOMERIEUXSA,V1200,IMMUNOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,SALINESOLUTION3X50MLFORVIK2,4,7200,28800,CON,TEACHINGHOSPITAL-KANDY,4/27/2017,PCS,BIOMERIEUXSA,V1204,IMMUNOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,AST-N280TESTKIT20CARDS,7,26392.93,184750.51,CON,TEACHINGHOSPITAL-KANDY,5/15/2017,PCS,BIOMERIEUXSA,414531,IMMUNOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,VIDASFT360TEST,4,31227.6,124910.4,CON,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,PACK,BIOMERIEUXSA,30402,IMMUNOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,VIDASFERRITINE60TEST,3,34297.36,102892.08,CON,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,PACK,BIOMERIEUXSA,30411,IMMUNOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,VIDASCA19-9,2,35489,70978,CON,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,PACK,BIOMERIEUXSA,30427,IMMUNOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,VIDASTSH360TEST,12,31227.6,374731.2,CON,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,PACK,BIOMERIEUXSA,30441,IMMUNOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,VIDASTROPONINIULTRA60TEST,5,56665,283325,CON,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,PACK,BIOMERIEUXSA,30448,IMMUNOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,VIDASCEAS,2,45820,91640,CON,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,PACK,BIOMERIEUXSA,30453,IMMUNOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,VIDASFT460TEST(PREVIOUSCATNO-30401),3,31227.6,93682.8,CON,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,PACK,BIOMERIEUXSA,30459,IMMUNOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,VIDASHBSAGULTRA,1,65110,65110,CON,GENERALHOSPITAL-POLONNARUWA,5/22/2017,PACK,BIOMERIEUXSA,30315,IMMUNOLOGY,MED-REGION05,MED_UJ,GVT
2017-2018,VIDASHIVDUOQUICK60TESTS,1,65950,65950,CON,GENERALHOSPITAL-POLONNARUWA,5/22/2017,PACK,BIOMERIEUXSA,30447,IMMUNOLOGY,MED-REGION05,MED_UJ,GVT
2017-2018,HAEMATOCRITTUBEHEPARINISED100Nos,50,550,27500,CON,NATIONALHOSPITALOFSRILANKA,5/30/2017,PCS,INTERLABLABORATUARURUNLERISAN.TIC.A.S.,088.02.001,GENERALLABORATORY,MED-REGION10,MED_KDGH,GVT
2017-2018,ELECTRONIC&ELECTRICWEIGHTBALANCE,3,136200,408600,INS,PROVINCIALDEPARTMENTOFHEALTHSERVICE-EASTERNPROVINCE,6/2/2017,PCS,RADWAGCOMPANY,AS220/R/2,GENERALLABORATORY,MED-REGION06,MED_JS,GVT
2017-2018,HEMATOCRITCENTRIFUGE,2,82200,164400,INS,PROVINCIALDEPARTMENTOFHEALTHSERVICE-EASTERNPROVINCE,6/2/2017,PCS,GEMMYINDUSTRIALCORP.,KHT-410E,GENERALLABORATORY,MED-REGION06,MED_JS,GVT
2017-2018,CK-MBCONTROLHIGH,1,0,0,CON,TEACHINGHOSPITAL-PERADENIYA,4/27/2017,PACK,THERMOELECTRONOY,981255,BIOCHEMISTRY,MED-REGION04,MED_SR,GVT
2017-2018,SCAL3MLX10,1,0,0,CON,TEACHINGHOSPITAL-PERADENIYA,4/27/2017,PACK,THERMOELECTRONOY,981831,BIOCHEMISTRY,MED-REGION04,MED_SR,GVT
2017-2018,BRANDNEWBLOODCELLCOUNTER,1,32900,32900,INS,TEACHINGHOSPITAL-KURUNEGALA,4/25/2017,PCS,GEMMYINDUSTRIALCORP.,DBC-9,GENERALLABORATORY,MED-REGION01,MED_JE,GVT
2017-2018,CENTRIFUGETUBESCREWCAP,750,57.12,42840,CON,SRILANKAARMYHEADQUARTERS-COLOMBO,5/24/2017,PCS,INTERLABLABORATUARURUNLERISAN.TIC.A.S.,078.02.002,MICROBIOLOGY,MED-REGION03,MED_KR,GVT
2017-2018,"PASTEURPIPETTES,POLYETHYLENE,3ML",750,5,3750,CON,SRILANKAARMYHEADQUARTERS-COLOMBO,5/24/2017,PCS,INTERLABLABORATUARURUNLERISAN.TIC.A.S.,084.02.001,OTHER,MED-REGION03,MED_KR,GVT
2017-2018,"BORICACIDR.G.,BUFFERSUBSTANCE,REAG",2,4369,8738,CON,SRILANKAARMYHEADQUARTERS-COLOMBO,5/24/2017,PCS,SIGMA-ALDRICHCHEMIEGMBH,31146-1KG,MICROBIOLOGY,MED-REGION03,MED_KR,GVT
2017-2018,"NEG50,2X40Z",4,6934.2883,27737.15,CON,NATIONALHOSPITALOFSRILANKA,4/26/2017,PCS,RICHARD-ALLANSCIENTIFICCO.,6502,HISTOPATHOLOGY,MED-REGION10,MED_KDGH,GVT
2017-2018,PRINTERHPLASERJETP2035,1,0,0,CON,DEPARTMENTOFAYURVEDA,4/19/2017,PCS,BASEHP(PVT)LTD,HP_P2035_PRINTER,GENERALLABORATORY,MED-REGION09,MED_BD,GVT
2017-2018,2000VA/1400WISOLATION,1,0,0,INS,DEPARTMENTOFAYURVEDA,4/19/2017,PCS,SOMEKA,ISL_2KVA-SOMEKA,OTHER,MED-REGION09,MED_BD,GVT
2017-2018,2KVAONLINEUPS,1,0,0,CON,DEPARTMENTOFAYURVEDA,4/19/2017,PCS,ASSIDUATECHNOLOGIES(PVT)LTD,UPS_C2K,OTHER,MED-REGION09,MED_BD,GVT
2017-2018,DEFENDERBENCHSCALE,1,55100,55100,INS,COLOMBOMUNICIPALCOUNCIL,4/26/2017,PCS,OHAUSEUROPEGMBH,D23P60ER,GENERALLABORATORY,MED-REGION09,MED_BD,GVT
2017-2018,COUNTINGCHAMBER,1,7633,7633,INS,DEPARTMENTOFAYURVEDA,6/5/2017,PCS,"C.ABHAYKUMAR&CO.,",CAT_00118,GENERALLABORATORY,MED-REGION09,MED_BD,GVT
2017-2018,RECPTCLESGLABJR230,1,0,0,CON,TEACHINGHOSPITAL-JAFFNA,4/30/2017,PCS,RICHARD-ALLANSCIENTIFICCO.,B23202,HISTOPATHOLOGY,MED-REGION07,MED_AR,GVT
2017-2018,"PIPETTETIPS,1000UL,AUTOCLAVABLE",10000,3,30000,CON,TEACHINGHOSPITAL-JAFFNA,5/23/2017,PCS,INTERLABLABORATUARURUNLERISAN.TIC.A.S.,005.01.003,BIOCHEMISTRY,MED-REGION07,MED_AR,GVT
2017-2018,ANALYTICALBALANCEMODELPA423C,1,124200,124200,INS,PROVINCIALDIRECTORHEALTHSERVICE-NORTHERNPROVINCE,6/12/2017,PCS,OHAUSEUROPEGMBH,PA423-C,GENERALLABORATORY,MED-REGION07,MED_AR,GVT
2017-2018,BLOODCULTUREBOTTLES-BTAFA(AEROBIC)-30ML(100BOTTLES),4,50600,202400,CON,SRIJAYAWARDENAPURAGENERALHOSPITAL-NUGEGODA,5/17/2017,PACK,BIOMERIEUXSA,259791,MICROBIOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,"CHOLERATOXINFROMVIBRIOCHOLERA,POWDER,0.5MG[SYNONYM:CTX,CHOLERAENTEROTOXIN,CHOLERGEN]",1,88787,88787,CON,LADYRIDGEWAYHOSPITAL,4/19/2017,PCS,SIGMA-ALDRICHCHEMIEGMBH,C8052-0.5MG,CHEMICALS&CONSUMABLES,MED-REGION03,MED_KDGH,GVT
2017-2018,"CONDITIONER,NaELECTRODEAVL98X-91XX-100ML",2,4561.8609,9123.72,CON,BASEHOSPITAL-HORANA,4/25/2017,PCS,DIAMONDDIAGNOSTICSINC.,AV-BP0380D,BIOCHEMISTRY,MED-REGION11,MED_KR,GVT
2017-2018,SOLUTIONCLEANINGAAVL91XX-100ML,2,4561.8609,9123.72,CON,BASEHOSPITAL-HORANA,4/25/2017,PCS,DIAMONDDIAGNOSTICSINC.,AV-BP1025D,BIOCHEMISTRY,MED-REGION11,MED_KR,GVT
2017-2018,"PARERTHERMALPRINTER,AVL91XX/98X",3,3445.6087,10336.83,CON,BASEHOSPITAL-HORANA,4/25/2017,PACK,DIAMONDDIAGNOSTICSINC.,AV-BP5025D,BIOCHEMISTRY,MED-REGION11,MED_KR,GVT
2017-2018,MISSIONCONTROLLEVEL1-2-330X1.8ML,2,12672.5304,25345.06,CON,BASEHOSPITAL-HORANA,4/25/2017,PACK,DIAMONDDIAGNOSTICSINC.,DD-92123,BIOCHEMISTRY,MED-REGION11,MED_KR,GVT
2017-2018,SCAL3MLX1VL,5,0,0,CON,OFFICEOFREGIONALDIRECTOROFHEALTHSERVICES-BADULLA,4/27/2017,PCS,THERMOELECTRONOY,981831,BIOCHEMISTRY,MED-REGION06,MED_NM,GVT
2017-2018,FULLYAUTOMATEDBIOCHEMISTRYANALYZER,1,4500000,4500000,INS,OFFICEOFREGIONALDIRECTOROFHEALTHSERVICES-BADULLA,5/29/2017,PCS,THERMOELECTRONOY,98640000,BIOCHEMISTRY,MED-REGION06,MED_NM,GVT
2017-2018,2000VA/1400WISOLATION,1,0,0,INS,OFFICEOFREGIONALDIRECTOROFHEALTHSERVICES-BADULLA,5/29/2017,PCS,SOMEKA,ISL_2KVA-SOMEKA,OTHER,MED-REGION06,MED_NM,GVT
2017-2018,2KVAONLINEUPS,1,0,0,CON,OFFICEOFREGIONALDIRECTOROFHEALTHSERVICES-BADULLA,5/29/2017,PCS,ASSIDUATECHNOLOGIES(PVT)LTD,UPS_C2K,OTHER,MED-REGION06,MED_NM,GVT
2017-2018,CYTOSPINACCESSORYKIT,1,0,0,CON,DEPARTMENTOFHEALTHSERVICES-SOUTHERNPROVINCE,4/20/2017,PCS,THERMOSHANDONLIMITED,3120110,HISTOPATHOLOGY,MED-REGION02,MED_MD,GVT
2017-2018,CYTOSPINCENTRIFUGE(CYTOSPIN4),1,1249000,1249000,INS,DEPARTMENTOFHEALTHSERVICES-SOUTHERNPROVINCE,4/20/2017,PCS,THERMOSHANDONLIMITED,A78300002,OTHER,MED-REGION02,MED_MD,GVT
2017-2018,"HM325ROTARYMICROTOMEE,INCLUDESUNICASSETTECLAMPDISPBLADECARRIERE&BLADES",1,1495000,1495000,INS,DEPARTMENTOFHEALTHSERVICES-SOUTHERNPROVINCE,5/22/2017,PCS,THERMOSHANDONLIMITED,902100A,HISTOPATHOLOGY,MED-REGION02,MED_MD,GVT
2017-2018,MAGNIFIERASSEMBLY,1,0,0,CON,GENERALHOSPITAL-RATHNAPURA,6/9/2017,PCS,THERMOSHANDONLIMITED,A81010032,HISTOPATHOLOGY,MED-REGION02,MED_MD,GVT
2017-2018,FORCEELECTRICYELLOW,1,0,0,CON,GENERALHOSPITAL-RATHNAPURA,6/9/2017,PCS,THERMOSHANDONLIMITED,A81010034,HISTOPATHOLOGY,MED-REGION02,MED_MD,GVT
2017-2018,WATERBATH22LWITHGABLELID,1,114400,114400,INS,DEPARTMENTOFHEALTHANTIMALARIACAMPAINCOLOMBO05,6/6/2017,PCS,GEMMYINDUSTRIALCORP.,YCW-010E22L,GENERALLABORATORY,MED-REGION03,MED_SUD,GVT
2017-2018,K3EDTAFOR2.5MLINTESTTUBES13X75MM,23000,0,0,CON,BASEHOSPITAL-AVISSAWELLA,4/25/2017,PCS,VACUTESTKIMAS.R.L.,185560,HEMATOLOGY,MED-REGION08,MED_KR,GVT
2017-2018,BIOSAFETYCABINET,1,1632600,1632600,INS,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,5/15/2017,PCS,THERMOFISHERSCIENTIFIC(HONGKONG)LTD.,1336,GENERALLABORATORY,MED-REGION04,MED_SR,GVT
2017-2018,"STERILIZERLAB,DRAGON320,220V/50HZ",1,0,0,INS,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,5/15/2017,PCS,"ROCKERSCIENTIFICCO.,LTD.",177320-22,GENERALLABORATORY,MED-REGION04,MED_SR,GVT
2017-2018,VACUUMVALVETAP-LONG,1,0,0,CON,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,5/15/2017,PCS,THERMOFISHERSCIENTIFIC(HONGKONG)LTD.,1911310,GENERALLABORATORY,MED-REGION04,MED_SR,GVT
2017-2018,UPSONLINE3KVA,1,70700,70700,INS,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,5/15/2017,PCS,ASSIDUATECHNOLOGIES(PVT)LTD,UPS-3KVA-UPS,OTHER,MED-REGION04,MED_SR,GVT
2017-2018,SPAREHEATERFORPOBEL710,2,0,0,CON,GENERALHOSPITAL-POLONNARUWA,6/12/2017,PCS,VIDRIOINDUSTRIALPOBELS.A,100721548,GENERALLABORATORY,MED-REGION05,MED_UJ,GVT
2017-2018,ASPIRATORBOTTLE20L,1,0,0,CON,GENERALHOSPITAL-POLONNARUWA,6/12/2017,PCS,VARIOUSPLACES,ASP_BOT_20L,GENERALLABORATORY,MED-REGION05,MED_UJ,GVT
2017-2018,DENSICHEK,2,250000,500000,CON,TEACHINGHOSPITAL-KANDY,4/27/2017,PCS,BIOMERIEUXSA,21250,GENERALLABORATORY,MED-REGION04,MED_BM,GVT
2017-2018,UNSENSITIZEDTUBES,3000,12.9245,38773.5,CON,TEACHINGHOSPITAL-KANDY,4/27/2017,PCS,BIOMERIEUXSA,69285,GENERALLABORATORY,MED-REGION04,MED_BM,GVT
2017-2018,WATERSTILL(WATERDISTILLATIONMACHINE),1,191200,191200,INS,TEACHINGHOSPITAL-KANDY,6/2/2017,PCS,VIDRIOINDUSTRIALPOBELS.A,100710710,GENERALLABORATORY,MED-REGION04,MED_BM,GVT
2017-2018,"MACCONKEYAGARW/OCV,NACLW/BILESALTS0.5%",1,6594,6594,CON,TEACHINGHOSPITAL-COLOMBOSOUTH,4/26/2017,PCS,HIMEDIALABORATORIESPVT.LTD.,M082A-500G,MICROBIOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,BACT/ALERTFA(100BOTTLES),4,50600,202400,CON,SRIJAYAWARDENAPURAGENERALHOSPITAL-NUGEGODA,6/12/2017,PACK,BIOMERIEUXSA,259791,MICROBIOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,BACT/ALARTPF(100BOTTLES),2,52823,105646,CON,SRIJAYAWARDENAPURAGENERALHOSPITAL-NUGEGODA,6/12/2017,PACK,BIOMERIEUXSA,259794,MICROBIOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,GROSSINGSTATIONGrosslab™Senior,1,5450000,5450000,INS,GENERALHOSPITAL(TEACHING)-KEGALLE,4/27/2017,PCS,RICHARD-ALLANSCIENTIFICCO.,97001022,HISTOPATHOLOGY,MED-REGION04,MED_SR,GVT
2017-2018,LARGEDISSECTINGBOARDBLUE,1,0,0,CON,GENERALHOSPITAL(TEACHING)-KEGALLE,4/27/2017,PCS,RICHARD-ALLANSCIENTIFICCO.,B36115,HISTOPATHOLOGY,MED-REGION04,MED_SR,GVT
2017-2018,K3EDTAFOR2.5MLINTESTTUBES13X75MM,4000,0,0,CON,BASEHOSPITAL-HORANA,4/22/2017,PCS,VACUTESTKIMAS.R.L.,185560,HEMATOLOGY,MED-REGION11,MED_KR,GVT
2017-2018,K3EDTAFOR2.5MLINTESTTUBES13X75MM,21000,0,0,CON,BASEHOSPITAL-HORANA,4/25/2017,PCS,VACUTESTKIMAS.R.L.,185560,HEMATOLOGY,MED-REGION11,MED_KR,GVT
2017-2018,BACT/ALERTFA(100BOTTLES),3,50600,151800,CON,MEDICALRESEARCHINSTITUTE,5/17/2017,PACK,BIOMERIEUXSA,259791,MICROBIOLOGY,MED-REGION10,MED_KD,GVT
2017-2018,BACT/ALARTPF(100BOTTLES),3,52823,158469,CON,MEDICALRESEARCHINSTITUTE,5/17/2017,PACK,BIOMERIEUXSA,259794,MICROBIOLOGY,MED-REGION10,MED_KD,GVT
2017-2018,BACT/ALARTPF(100BOTTLES),3,52823,158469,CON,MEDICALRESEARCHINSTITUTE,6/1/2017,PACK,BIOMERIEUXSA,259794,MICROBIOLOGY,MED-REGION10,MED_KD,GVT
2017-2018,"DISPOSABLEMICROTOMEBLADE,HIGHPROFILE50'S",2,35100,70200,CON,GENERALHOSPITAL-AMPARA,6/5/2017,PCS,RICHARD-ALLANSCIENTIFICCO.,1001593,HISTOPATHOLOGY,MED-REGION06,MED_RC,GVT
2017-2018,FLOATINGWATERBATH,1,250000,250000,INS,PROVINCIALDIRECTOROFHEALTHSERVICES-KURUNEGALA,4/25/2017,PCS,ZENONDIAGNOSTIKVEAMBALAJMALZEMELERILTD.STI,01-0128-01,HISTOPATHOLOGY,MED-REGION01,MED_JE,GVT
2017-2018,BALLS1.000FORCOAGULATION,1,8288.0522,8288.05,CON,GENERALHOSPITAL(TEACHING)-KEGALLE,5/15/2017,PACK,BEHNKELECTRONIK,050-310,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,CASSETTEPINKBIOPSY,300,34.884,10465.2,CON,BASEHOSPITAL-TANGALLE,6/7/2017,PCS,RICHARD-ALLANSCIENTIFICCO.,58928,HISTOPATHOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,"WORKSTATION(GROSSLABSTANDALONE,EXTERNAL)",1,3500000,3500000,INS,TEACHINGHOSPITAL-KARAPITIYA,5/22/2017,PCS,RICHARD-ALLANSCIENTIFICCO.,9600422,HISTOPATHOLOGY,MED-REGION02,MED_MD,GVT
2017-2018,LARGEDISSECTINGBOARDBLUE,1,0,0,CON,TEACHINGHOSPITAL-KARAPITIYA,5/22/2017,PCS,RICHARD-ALLANSCIENTIFICCO.,B36115,HISTOPATHOLOGY,MED-REGION02,MED_MD,GVT
2017-2018,TESTTUBERACK18MMX40,4,2200,8800,CON,TEACHINGHOSPITAL-JAFFNA,4/19/2017,PCS,GEMMYINDUSTRIALCORP.,TTR-02,GENERALLABORATORY,MED-REGION07,MED_JA,GVT
2017-2018,"PIPETTETIPS,1000UL,AUTOCLAVABLE",5000,3,15000,CON,TEACHINGHOSPITAL-JAFFNA,5/23/2017,PCS,INTERLABLABORATUARURUNLERISAN.TIC.A.S.,005.01.003,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,FINNPIPETTEF2FIXEDVOLUME10UL,1,24460,24460,CON,TEACHINGHOSPITAL-JAFFNA,6/12/2017,PCS,THERMOFISHERSCIENTIFICINDIAPVTLTD,4652020,GENERALLABORATORY,MED-REGION07,MED_JA,GVT
2017-2018,FINNPIPETTEF2FIX.VOL.1000?l,1,24460,24460,INS,TEACHINGHOSPITAL-JAFFNA,6/12/2017,PCS,THERMOELECTRONLEDGMBH,4652080,GENERALLABORATORY,MED-REGION07,MED_JA,GVT
2017-2018,FINNPIPETTEF2FIXEDVOLUME200ul,1,24460,24460,INS,TEACHINGHOSPITAL-JAFFNA,6/12/2017,PCS,THERMOELECTRONLEDGMBH,4652140,GENERALLABORATORY,MED-REGION07,MED_JA,GVT
2017-2018,ORGANIZEDWORKSTATIONFORTHEGROSSEXAMINATION&SECTIONINGOFSPRCIMENS(OVERHEADFUMECUPBOARD),1,3380000,3380000,INS,SRIJAYAWARDENAPURAGENERALHOSPITAL-NUGEGODA,4/26/2017,PCS,RICHARD-ALLANSCIENTIFICCO.,9600422,HISTOPATHOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,LARGEDISSECTINGBOARDBLUE,1,0,0,CON,SRIJAYAWARDENAPURAGENERALHOSPITAL-NUGEGODA,4/26/2017,PCS,RICHARD-ALLANSCIENTIFICCO.,B36115,HISTOPATHOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,LOWPROFILEBLADEHOLDER,1,0,0,CON,SRIJAYAWARDENAPURAGENERALHOSPITAL-NUGEGODA,5/24/2017,PCS,THERMOSHANDONLIMITED,705840,HISTOPATHOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,HEIGHTADJUSTABLEFREEZINGMICROTOME(CRYOTOME)(NX70CRYOSTAT),1,6499500,6499500,INS,SRIJAYAWARDENAPURAGENERALHOSPITAL-NUGEGODA,5/24/2017,PCS,THERMOSHANDONLIMITED,957060,HISTOPATHOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,2KVAONLINEUPS,1,0,0,CON,SRIJAYAWARDENAPURAGENERALHOSPITAL-NUGEGODA,5/24/2017,PCS,ASSIDUATECHNOLOGIES(PVT)LTD,UPS_C2K,OTHER,MED-REGION09,MED_BD,GVT
2017-2018,"DISPOSABLEMICROTOMEBLADE,HIGHPROFILE50'S",1,0,0,CON,NATIONALCANCERINSTITUTE-MAHARAGAMA,6/1/2017,PCS,RICHARD-ALLANSCIENTIFICCO.,1001593,HISTOPATHOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,"DISPOSABLEMICROTOMEBLADE,LOWPROFILE50PK",1,0,0,CON,NATIONALCANCERINSTITUTE-MAHARAGAMA,6/1/2017,PCS,RICHARD-ALLANSCIENTIFICCO.,3050835,HISTOPATHOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,FULLYAUTOMATEDROTARYMICROTOM(HM355S),1,4450000,4450000,INS,NATIONALCANCERINSTITUTE-MAHARAGAMA,6/1/2017,PCS,THERMOSHANDONLIMITED,905200A,HISTOPATHOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,"TDMMULTI-CAL,ANTIBIOTIC",1,12111.02,12111.02,CON,UNIVERSITYOFPERADENIYA-PHARMACOLOGY,5/24/2017,PACK,MICROGENICSGMBH,100017,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,GNTESTKITVIK220CARDS,1,0,0,CON,TEACHINGHOSPITAL-KANDY,6/2/2017,PCS,BIOMERIEUXSA,21341,MICROBIOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,BACT/ALERTFA(100BOTTLES),2,51500,103000,CON,TEACHINGHOSPITAL-PERADENIYA,6/12/2017,PACK,BIOMERIEUXSA,259791,MICROBIOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,BACT/ALARTPF(100BOTTLES),1,51500,51500,CON,TEACHINGHOSPITAL-PERADENIYA,6/12/2017,PACK,BIOMERIEUXSA,259794,MICROBIOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,VIDAST4,3,31227.6,93682.8,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,5/23/2017,PACK,BIOMERIEUXSA,30404,IMMUNOLOGY,MED-REGION07,MED_JA,GVT
2017-2018,VIDASTPSA60TEST,1,59143,59143,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,5/23/2017,PACK,BIOMERIEUXSA,30428,IMMUNOLOGY,MED-REGION07,MED_JA,GVT
2017-2018,VIDASCEAS,1,45820,45820,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,5/23/2017,PACK,BIOMERIEUXSA,30453,IMMUNOLOGY,MED-REGION07,MED_JA,GVT
2017-2018,WATERBATH22LDIGITALWITHGABLELID,2,93200,186400,INS,GENERALHOSPITAL-KALUTARA,5/24/2017,PCS,GEMMYINDUSTRIALCORP.,YCW-010-22L,GENERALLABORATORY,MED-REGION11,MED_TS,GVT
2017-2018,REFRACTOMETER,1,2388337,2388337,INS,NATIONALINSTITUTEOFHEALTHSCIENCE-KALUTARA,6/13/2017,PCS,"ATAGOCO.,LTD.",1311,GENERALLABORATORY,MED-REGION11,MED_TS,GVT
2017-2018,CIRCULATINGCONSTANTTEMPERATUREBATH(60-C4),1,0,0,INS,NATIONALINSTITUTEOFHEALTHSCIENCE-KALUTARA,6/13/2017,PCS,"ATAGOCO.,LTD.",1923,GENERALLABORATORY,MED-REGION11,MED_TS,GVT
2017-2018,THERMALPRINTER,1,0,0,CON,NATIONALINSTITUTEOFHEALTHSCIENCE-KALUTARA,6/13/2017,PCS,"ATAGOCO.,LTD.",3136,GENERALLABORATORY,MED-REGION11,MED_TS,GVT
2017-2018,"PRINTERPAPER,SETOF4ROLLS",1,0,0,CON,NATIONALINSTITUTEOFHEALTHSCIENCE-KALUTARA,6/13/2017,PCS,"ATAGOCO.,LTD.",RE-8412,GENERALLABORATORY,MED-REGION11,MED_TS,GVT
2017-2018,SAS-MXSERUMPROTEINKIT(100TESTS),1,0,0,CON,NATIONALINSTITUTEOFHEALTHSCIENCE-KALUTARA,6/14/2017,PCS,HELENABIOSCIENCESEUROPE,100100,HEMATOLOGY,MED-REGION11,MED_TS,GVT
2017-2018,KemtrolNormalSerumControl,1,0,0,CON,NATIONALINSTITUTEOFHEALTHSCIENCE-KALUTARA,6/14/2017,PCS,HELENABIOSCIENCESEUROPE,7024,GENERALLABORATORY,MED-REGION11,MED_TS,GVT
2017-2018,KemtrolAbnormalSerumControl,1,0,0,CON,NATIONALINSTITUTEOFHEALTHSCIENCE-KALUTARA,6/14/2017,PCS,HELENABIOSCIENCESEUROPE,7025,GENERALLABORATORY,MED-REGION11,MED_TS,GVT
